x,y
5.4881350392732475,11.645970396979783
7.151893663724195,19.105440301356765
6.027633760716439,15.986592400893798
5.448831829968968,10.825176287383488
4.236547993389047,14.449600374369293
6.458941130666561,19.709660613394288
4.375872112626925,14.109303367573151
8.917730007820797,20.475610344016893
9.636627605010293,20.1317499669995
3.8344151882577773,12.777733830377828
7.917250380826646,18.028146867706933
5.288949197529044,16.022788535822944
5.680445610939323,14.777441178032367
9.25596638292661,23.465210838820646
0.7103605819788694,5.133453958306542
0.8712929970154071,6.15573233041471
0.2021839744032572,3.4253679902481555
8.32619845547938,23.22413789877043
7.781567509498505,18.81695920440425
8.700121482468191,21.204221691825786
9.78618342232764,26.33866823876779
7.9915856421672355,16.28765316204958
4.6147936225293185,9.68861724808717
7.805291762864554,20.549376942045132
1.1827442586893322,3.0192417071503446
6.399210213275238,19.685662797849062
1.433532874090464,5.039827786661434
9.446689170495839,20.398468718110163
5.218483217500717,17.282850487962204
4.146619399905235,14.254268382679319
2.64555612104627,12.02623016294568
7.742336894342166,20.296763105235105
4.5615033221654855,10.400555274221565
5.684339488686485,18.188808883571035
0.18789800436355142,2.839789266824342
6.176354970758771,16.957622733110334
6.120957227224214,17.136418389995924
6.169339968747569,15.02865975131347
9.437480785146242,23.103120310984643
6.818202991034834,18.48081932520272
3.59507900573786,10.943009073786978
4.3703195379934145,9.54183749481844
6.976311959272649,17.54910026695741
0.6022547162926983,6.857281225959458
6.667667154456677,14.946198589450622
6.706378696181594,16.113488311707847
2.103825610738409,6.337344118033543
1.289262976548533,9.27705341005575
3.1542835092418384,10.653156532508548
3.637107709426226,11.089139091334674
5.701967704178797,12.864103259466962
4.386015134623204,12.850528651830041
9.883738380592263,21.418811439869774
1.0204481074802807,5.104557331509263
2.088767560948347,5.905842965138932
1.6130951788499626,7.579056947592925
6.531083254653984,17.21534814253785
2.532916025397821,7.649234539639652
4.663107728563062,13.118228882449415
2.4442559200160274,5.702388822571043
1.5896958364551972,3.1968764874991837
1.1037514116430513,6.086286225815176
6.563295894652734,16.459938780050525
1.381829513486138,7.033721900756488
1.965823616800535,11.697936783328954
3.687251706609641,12.263462387200109
8.209932298479352,17.594220146070388
0.9710127579306127,7.176058092052931
8.379449074988038,17.127083328953034
0.9609840789396307,3.9987989482498434
9.764594650133958,22.392706089618652
4.686512016477016,15.799709476252765
9.767610881903371,21.04571211970986
6.04845519745046,13.44403331758289
7.3926357939830165,17.588366539115167
0.39187792254320675,2.4567992723621987
2.828069625764096,10.909411095741206
1.201965612131689,3.244068207536531
2.9614019752214493,6.627866645620693
1.1872771895424405,4.498914289596012
3.1798317939397602,8.36359868649491
4.1426299451467,15.144323997927371
0.6414749634878436,6.181791540827209
6.924721193700199,17.02454487017078
5.666014542065751,11.881158046471166
2.653894909394454,9.996515771592003
5.232480534666997,11.464530374554863
0.9394051075844168,1.7892680216136103
5.759464955561793,16.894989495828188
9.292961975762141,22.21980917537398
3.1856895245132364,11.21309669658811
6.674103799636817,16.98566290515968
1.3179786240439217,7.349618471893225
7.163272041185655,16.024492895771015
2.894060929472011,6.719636175375093
1.8319136200711683,8.027016276705591
5.865129348100831,13.12343936785398
0.20107546187493552,2.0230513682494697
8.289400292173632,18.667735577312577
0.046954761925470656,3.1288678419010547
