battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0.2277889111556447,0.0,0.6800000000000002,0.0,0.05263157894736842,0.0,0.08064516129032258,0.5555555555555555,0.9,0.14285714285714285,0.1,0.010204081632653062,0.1708945260347129,0.6127739176910743,0.2857142857142857,0.38888888888888884,0.9444444444444444,0.0,0.0,1.0,1
0.34736138944555783,1.0,0.0,1.0,0.0,1.0,0.8225806451612904,0.6666666666666666,0.4666666666666667,0.2857142857142857,0.30000000000000004,0.46173469387755106,0.993324432576769,0.6346873329770176,0.8571428571428571,0.16666666666666666,0.27777777777777773,1.0,1.0,0.0,2
0.04141616566466266,1.0,0.0,1.0,0.10526315789473684,1.0,0.6290322580645161,0.8888888888888888,0.5416666666666666,0.5714285714285714,0.30000000000000004,0.6443877551020408,0.8117489986648865,0.6272047033671833,0.4285714285714286,0.1111111111111111,0.3888888888888889,1.0,1.0,0.0,2
0.07615230460921846,1.0,0.8,0.0,0.0,0.0,0.12903225806451613,0.7777777777777778,0.42499999999999993,0.7142857142857142,0.45,0.6204081632653062,0.8584779706275032,0.6715660074826295,0.7857142857142857,0.4444444444444444,0.49999999999999994,1.0,0.0,0.0,2
0.8817635270541082,1.0,0.27999999999999997,0.0,0.6842105263157894,1.0,0.6774193548387097,0.5555555555555555,0.5083333333333334,0.14285714285714285,0.7000000000000001,0.616326530612245,0.4753004005340453,0.3086584714056654,0.2142857142857143,0.1111111111111111,0.7222222222222221,1.0,1.0,0.0,1
0.9071476285905145,0.0,0.0,1.0,0.15789473684210525,0.0,0.32258064516129037,0.6666666666666666,0.7000000000000001,0.0,0.35000000000000003,0.5122448979591837,0.7703604806408544,0.21672902191341525,0.8571428571428571,0.05555555555555555,0.4444444444444445,1.0,0.0,0.0,1
0.8817635270541082,0.0,0.48000000000000004,0.0,0.21052631578947367,1.0,0.12903225806451613,0.7777777777777778,0.4916666666666666,1.0,0.5,0.19438775510204084,0.3457943925233644,0.792089791555318,0.5714285714285714,0.4444444444444444,0.8888888888888888,1.0,0.0,1.0,3
0.9706078824315298,0.0,0.0,1.0,0.0,0.0,0.3548387096774194,0.7777777777777778,0.8916666666666667,0.42857142857142855,0.0,0.2612244897959184,0.43324432576769023,0.11865312667022981,0.7857142857142857,0.16666666666666666,0.16666666666666669,1.0,1.0,1.0,0
0.6305945223780896,1.0,0.0,0.0,0.0,0.0,0.8225806451612904,0.6666666666666666,0.7833333333333333,0.8571428571428572,0.7000000000000001,0.1969387755102041,0.22429906542056077,0.22528059861036875,0.8571428571428571,0.05555555555555555,1.0,1.0,0.0,0.0,0
0.005344021376085528,1.0,0.03999999999999998,1.0,0.10526315789473684,1.0,0.1129032258064516,0.0,0.10833333333333339,0.5714285714285714,0.75,0.5801020408163265,0.4833110814419226,0.06867985034740781,0.9999999999999999,0.5555555555555556,0.5555555555555556,1.0,0.0,0.0,0
0.1790247160988644,1.0,0.96,1.0,0.0,0.0,0.1129032258064516,0.0,0.85,0.5714285714285714,0.05,0.12653061224489798,0.24966622162883845,0.9861036878674505,0.0,0.1111111111111111,0.27777777777777773,0.0,0.0,0.0,3
0.6806947227788911,1.0,0.6800000000000002,0.0,0.2631578947368421,1.0,0.5,0.4444444444444445,0.8083333333333335,1.0,0.9,0.07704081632653062,0.33711615487316415,0.9540352752538748,0.6428571428571429,0.5,0.6111111111111112,1.0,1.0,1.0,3
0.8777555110220441,0.0,0.9199999999999999,0.0,0.10526315789473684,0.0,0.5,0.5555555555555555,0.6583333333333333,0.42857142857142855,0.8500000000000001,0.30969387755102046,0.16555407209612816,0.327632282202031,0.9285714285714285,0.0,0.0,1.0,0.0,0.0,1
0.20173680694722784,1.0,0.6400000000000001,0.0,0.3684210526315789,0.0,0.24193548387096772,1.0,0.9833333333333333,0.42857142857142855,0.55,0.17551020408163268,0.6275033377837116,0.6477819347942276,0.1428571428571429,0.05555555555555555,0.1111111111111111,1.0,0.0,1.0,2
0.9118236472945893,0.0,0.0,0.0,0.6842105263157894,1.0,0.8064516129032258,0.6666666666666666,0.8750000000000001,0.0,0.8500000000000001,0.1816326530612245,0.042056074766355145,0.031266702298236235,0.6428571428571429,0.5,0.05555555555555555,1.0,0.0,1.0,0
0.18303273213092852,0.0,0.2,0.0,0.15789473684210525,0.0,0.7096774193548387,0.6666666666666666,0.6583333333333333,0.14285714285714285,0.8,0.439795918367347,0.910547396528705,0.08337787279529663,0.8571428571428571,0.8333333333333333,0.49999999999999994,1.0,1.0,1.0,0
0.2251169004676019,0.0,0.0,0.0,0.05263157894736842,1.0,0.17741935483870966,0.0,0.9666666666666667,1.0,0.2,0.5020408163265306,0.9012016021361815,0.8813468733297701,0.3571428571428571,0.5,0.9444444444444444,1.0,0.0,1.0,3
0.06279225116900472,0.0,0.16000000000000003,1.0,0.3684210526315789,1.0,0.33870967741935487,0.0,0.3416666666666667,0.2857142857142857,0.8500000000000001,0.22500000000000003,0.20694259012016014,0.93425975414217,0.3571428571428571,0.1111111111111111,0.8888888888888888,1.0,1.0,0.0,3
0.42084168336673355,1.0,0.0,1.0,0.5789473684210527,0.0,0.7580645161290323,0.5555555555555555,0.17500000000000004,0.5714285714285714,0.9,0.33571428571428574,0.25233644859813087,0.42196686264029926,0.9999999999999999,0.7222222222222222,0.7777777777777777,1.0,1.0,0.0,1
0.12090848363393458,1.0,0.0,0.0,0.21052631578947367,0.0,0.27419354838709675,1.0,0.3416666666666667,0.42857142857142855,0.55,0.4602040816326531,0.37650200267022693,0.5561197220737573,0.4285714285714286,0.05555555555555555,0.8888888888888888,0.0,1.0,1.0,1
0.18102872411489646,0.0,0.24000000000000005,1.0,0.631578947368421,0.0,0.5967741935483871,0.7777777777777778,0.008333333333333415,0.8571428571428572,0.7000000000000001,0.6704081632653062,0.9038718291054739,0.6849278460716194,0.8571428571428571,0.8333333333333333,0.05555555555555555,1.0,1.0,0.0,3
0.8069472277889111,1.0,0.6400000000000001,0.0,0.05263157894736842,0.0,0.17741935483870966,1.0,0.6333333333333334,0.14285714285714285,0.1,0.4969387755102041,0.5907877169559412,0.8089257081774451,0.8571428571428571,0.05555555555555555,0.7222222222222221,1.0,0.0,0.0,3
0.9672678690714764,0.0,0.8400000000000001,1.0,0.21052631578947367,0.0,0.7258064516129032,0.2222222222222222,0.9916666666666666,0.42857142857142855,0.35000000000000003,0.20765306122448982,0.2149532710280374,0.31453768038482094,0.4285714285714286,0.2777777777777778,1.0,0.0,0.0,1.0,1
0.7354709418837677,1.0,0.9199999999999999,1.0,0.21052631578947367,1.0,0.5806451612903226,0.6666666666666666,0.2833333333333333,0.2857142857142857,1.0,0.23775510204081635,0.19225634178905204,0.20871191876002138,0.2142857142857143,0.38888888888888884,1.0,1.0,0.0,0.0,0
0.001336005344021396,0.0,0.27999999999999997,1.0,0.2631578947368421,1.0,0.0967741935483871,0.33333333333333337,0.2583333333333333,0.2857142857142857,0.65,0.10255102040816327,0.4973297730307076,0.6218599679315874,0.4285714285714286,0.0,0.5555555555555556,1.0,0.0,0.0,1
0.3072812291249165,1.0,0.35999999999999993,1.0,0.0,1.0,0.8870967741935484,0.5555555555555555,0.2833333333333333,1.0,0.15000000000000002,0.14846938775510204,0.623497997329773,0.6750400855157669,0.9285714285714285,0.5,0.27777777777777773,1.0,1.0,1.0,2
0.012024048096192397,1.0,0.4400000000000001,1.0,0.3684210526315789,1.0,0.7903225806451613,0.2222222222222222,0.43333333333333346,0.42857142857142855,0.9500000000000001,0.2806122448979592,0.09679572763684913,0.9371993586317477,0.7857142857142857,0.05555555555555555,0.1111111111111111,1.0,0.0,1.0,3
